ID_MEMORABILIA,SHOW_ID,DATUM,MESTO,STAT,VENUE,KATEGORIE,SOUBOR_SKEN,CONTRIBUTOR,LINEUP,SETLIST,POCET_SKLADEB,SETLIST_URL,YOUTUBE_URL,REVIEW_URL,SETLIST_FM_URL,TOUR_ID,TOUR_NAME,STATUS,ORIGINAL_DATE,NOTE
TICKET_0001,SHOW_2010-10-01_GRONINGEN,2010-10-01,Groningen,Netherlands,"De Oosterpoort, Grote Zaal",tickets,"kk-joe-jackson-2010-10-01.jpg, kk-joe-jackson-2010-10-01-computer.jpg","Bert Bos, Netherlands","Joe Jackson (vocals, piano) ; Graham Maby (bass, backing vocals) ; Dave Houghton (drums, backing vocals)","It's Different for Girls, Tomorrow's World, Citizen Sane, Stranger Than Fiction, Fools in Love, Still Alive (cover of Joe Jackson Band), King Pleasure Time, Sunday Papers, Real Men, Girl (cover of The Beatles), The Best I Can Do, A Place in the Rain, Scary Monsters (and Super Creeps) (cover of David Bowie), Take It Like a Man (cover of Joe Jackson Band), Got the Time, [Encore 1], Oh Well (cover of Fleetwood Mac), Is She Really Going Out With Him?, Steppin' Out, Home Town",19.0,https://www.setlist.fm/setlist/joe-jackson/2010/de-oosterpoort-groningen-netherlands-63dd6a2f.html,,,https://www.setlist.fm/setlist/joe-jackson/2010/de-oosterpoort-groningen-netherlands-63dd6a2f.html,tour-2010-live-2010,2010 * Live 2010,,,
TICKET_0002,SHOW_2010-01-01_2010,,,,,passes,kk-joe-jackson-2010-pass.jpg,"Gert Schaumlöffel, Germany","Joe Jackson (vocals, piano) ; Graham Maby (bass, backing vocals) ; Dave Houghton (drums, backing vocals)",,0.0,,,,,tour-2010-live-2010,2010 * Live 2010,,,
TICKET_0003,SHOW_2010-11-11_2010,2010-11-11,Berlin,Germany,Fritzclub im Postbahnhof,passes,kk-joe-jackson-2010-11-11-pass.jpg,"Gert Schaumlöffel, Germany","Joe Jackson (vocals, piano) ; Graham Maby (bass, backing vocals) ; Dave Houghton (drums, backing vocals)","It's Different for Girls, Tomorrow's World, Too Tough, Fools in Love, Dirty Martini, Anyone Who Had a Heart, The Uptown Train, Chinatown, Another World, Sunday Papers, Girl, The Best I Can Do, Invisible Man, Inbetweenies, Good Bad Boy, Is She Really Going Out With Him?, Got the Time, Music to Watch Girls By, Steppin' Out, Home Town",20.0,https://www.setlist.fm/setlist/joe-jackson/2010/fritzclub-im-postbahnhof-berlin-germany-73edb229.html,,,https://www.setlist.fm/setlist/joe-jackson/2010/fritzclub-im-postbahnhof-berlin-germany-73edb229.html,tour-2010-live-2010,2010 * Live 2010,,,
TICKET_0004,SHOW_2010-10-03_EINDHOVEN,2010-10-03,Eindhoven,Netherlands,Airport Zaal,tickets,"kk-joe-jackson-2010-10-03-one-more-time.jpg, kk-joe-jackson-2010-10-03.jpg, kk-joe-jackson-2010-10-03-computer.jpg","Johan Manders, Netherlands","Joe Jackson (vocals, piano) ; Graham Maby (bass, backing vocals) ; Dave Houghton (drums, backing vocals)","It's Different for Girls, Tomorrow's World, Too Tough, Fools in Love, The Uptown Train, Chinatown, Another World, Obvious Song, Eleanor Rigby (cover of The Beatles), Be My Number Two, Invisible Man, Dirty Martini (cover of Joe Jackson Band), Oh Well (cover of Fleetwood Mac), Good Bad Boy, Is She Really Going Out With Him?, Got the Time, [Encore 1], Don't Get Around Much Anymore (cover of Duke Ellington and His Orchestra), Steppin' Out, Home Town",19.0,https://www.setlist.fm/setlist/joe-jackson/2010/grote-zaal-eindhoven-netherlands-7bdcaee0.html,,,https://www.setlist.fm/setlist/joe-jackson/2010/grote-zaal-eindhoven-netherlands-7bdcaee0.html,tour-live-2010,2010 * Live 2010,,,
TICKET_0005,SHOW_2006-07-07_PARIS,2006-07-07,Paris,France,Le Bataclan,tickets,"kk-joe-jackson-2006-07-07-support.jpg, kk-hl-joe-jackson-2006-07-07.jpg","Steve Whitbread, U.K.","Joe Jackson (vocals, piano, keyboards) ; Graham Maby (bass, backing vocals) ; Dave Houghton (drums, backing vocals)","Home Town, Steppin' Out, It's Different for Girls, Too Tough, Citizen Sane, Another World, Cancer, On Your Radio, Sunglasses in the Rain, Drunk Song, Invisible Man, Inbetweenies (cover of Ian Dury), Awkward Age (cover of Joe Jackson Band), Take It Like a Man (cover of Joe Jackson Band), You Can't Get What You Want (Till You Know What You Want), One More Time, [Encore 1], Don't Get Around Much Anymore (cover of Duke Ellington and His Orchestra), Is She Really Going Out With Him?, A Slow Song",19.0,https://www.setlist.fm/setlist/joe-jackson/2006/le-bataclan-paris-france-33cdd031.html,,,https://www.setlist.fm/setlist/joe-jackson/2006/le-bataclan-paris-france-33cdd031.html,tour-trio-tour-2007,2007 * Joe Jackson Trio Tour,,,
TICKET_0006,SHOW_2010-10-04_ROTTERDAM,2010-10-04,Rotterdam,Netherlands,De Doelen,tickets,"kk-joe-jackson-2010-10-04-original.jpg, kk-joe-jackson-2010-10-04-computer.jpg, kk-joe-jackson-2010-10-04.jpg","brievb, Netherlands","Joe Jackson (vocals, piano) ; Graham Maby (bass, backing vocals) ; Dave Houghton (drums, backing vocals)","It's Different for Girls, Tomorrow's World, Too Tough, Citizen Sane, Still Alive (cover of Joe Jackson Band), Chinatown, The Uptown Train, Awkward Age (cover of Joe Jackson Band), Sunday Papers, Life on Mars? (cover of David Bowie), Real Men, Anyone Who Had a Heart (cover of Burt Bacharach), Stranger Than Fiction, King Pleasure Time, Is She Really Going Out With Him?, Got the Time, [Encore 1], Another World, Steppin' Out, Home Town",19.0,https://www.setlist.fm/setlist/joe-jackson/2010/de-doelen-rotterdam-netherlands-63dd6a2b.html,,,https://www.setlist.fm/setlist/joe-jackson/2010/de-doelen-rotterdam-netherlands-63dd6a2b.html,tour-live-2010,2010 * Live 2010,,,
TICKET_0007,SHOW_2006-07-12_HAMBURG,2006-07-12,Hamburg,Germany,Fabrik,tickets,"kk-joe-jackson-2006-07-12.jpg, kk-joe-jackson-the-man-is-back-in-town.jpg","Oliver Bittner, Germany","Joe Jackson (vocals, piano, keyboards) ; Graham Maby (bass, backing vocals) ; Dave Houghton (drums, backing vocals)","Home Town, Steppin' Out, It's Different for Girls, Too Tough, Citizen Sane, Another World, Goin' Downtown, Rush Across the Road, On Your Radio, Real Men, Drunk Song, Invisible Man, Dirty Martini (cover of Joe Jackson Band), Take It Like a Man (cover of Joe Jackson Band), You Can't Get What You Want (Till You Know What You Want), One More Time, [Encore 1], Inbetweenies (cover of Ian Dury), Is She Really Going Out With Him?, A Slow Song",19.0,https://www.setlist.fm/setlist/joe-jackson/2006/fabrik-hamburg-germany-1bedad3c.html,,,https://www.setlist.fm/setlist/joe-jackson/2006/fabrik-hamburg-germany-1bedad3c.html,tour-trio-tour-2007,2007 * Joe Jackson Trio Tour,,,
TICKET_0008,SHOW_2010-10-08_PARIS,2010-10-08,Paris,France,La Cigale,tickets,"kk-joe-jackson-2010-10-08-op.jpg, kk-joe-jackson-2010-10-08.jpg","Olivier Popincourt, France","Joe Jackson (vocals, piano) ; Graham Maby (bass, backing vocals) ; Dave Houghton (drums, backing vocals)","It's Different for Girls, Tomorrow's World, Too Tough, Fools in Love, Chinatown, Another World, King Pleasure Time, Sunday Papers, For No One (cover of The Beatles), Be My Number Two, The Best I Can Do, Invisible Man, Take It Like a Man (cover of Joe Jackson Band), Is She Really Going Out With Him?, Got the Time, [Encore 1], Music to Watch Girls By (cover of Al Hirt), Steppin' Out, Home Town",18.0,https://www.setlist.fm/setlist/joe-jackson/2010/la-cigale-paris-france-5b8efb90.html,,,https://www.setlist.fm/setlist/joe-jackson/2010/la-cigale-paris-france-5b8efb90.html,tour-live-2010,2010 * Live 2010,,,
TICKET_0009,SHOW_2010-10-06_CLEON,2010-10-06,Cleon,France,La Traverse,tickets,kk-joe-jackson-2010-10-06.jpg,"Gert Schaumlöffel, Germany","Joe Jackson (vocals, piano) ; Graham Maby (bass, backing vocals) ; Dave Houghton (drums, backing vocals)","It's Different for Girls, Tomorrow's World, Too Tough, Fools in Love, The Uptown Train, Chinatown, Scary Monsters (and Super Creeps) (cover of David Bowie), Sunday Papers, Be My Number Two, The Best I Can Do, Rush Across the Road, Inbetweenies (cover of Ian Dury), Good Bad Boy, Is She Really Going Out With Him?, You Can't Get What You Want (Till You Know What You Want), One More Time, [Encore 1], Another World, Steppin' Out, A Slow Song",19.0,https://www.setlist.fm/setlist/joe-jackson/2010/la-traverse-cleon-france-438efb9f.html,,,https://www.setlist.fm/setlist/joe-jackson/2010/la-traverse-cleon-france-438efb9f.html,tour-live-2010,2010 * Live 2010,,,
TICKET_0010,SHOW_2006-06-29_NEWYORK,2006-06-29,New York,U.S.A.,Town Hall,tickets,"kk-joe-jackson-2006-06-29.jpg, kk-joe-jackson-2006-06-29-2.jpg","Gert Schaumlöffel, Germany","Joe Jackson (vocals, piano, keyboards) ; Graham Maby (bass, backing vocals) ; Dave Houghton (drums, backing vocals)","Home Town, Steppin' Out, It's Different for Girls, Too Tough, Citizen Sane, Another World, Cancer, Sunglasses in the Rain, On Your Radio, Love at First Light (cover of Joe Jackson Band), Drunk Song, Invisible Man, Awkward Age (cover of Joe Jackson Band), Take It Like a Man (cover of Joe Jackson Band), You Can't Get What You Want (Till You Know What You Want), One More Time, [Encore 1], Inbetweenies (cover of Ian Dury), Is She Really Going Out With Him?, A Slow Song",19.0,https://www.setlist.fm/setlist/joe-jackson/2006/the-town-hall-new-york-ny-33da9865.html,,,https://www.setlist.fm/setlist/joe-jackson/2006/the-town-hall-new-york-ny-33da9865.html,tour-trio-tour-2007,2007 * Joe Jackson Trio Tour,,,
TICKET_0011,SHOW_2010-10-10_UNKNOWN,2010-10-10,Brussels,Belgique,Ancienne,tickets,kk-joe-jackson-2010-10-10.jpg,"Els Pannecoucque, Belgium","Joe Jackson (vocals, piano) ; Graham Maby (bass, backing vocals) ; Dave Houghton (drums, backing vocals)","It's Different for Girls, Tomorrow's World, Citizen Sane, Fools in Love, The Uptown Train, Obvious Song, Chinatown, Sunday Papers, You Can't Be Too Strong (cover of Graham Parker & The Rumour), Real Men, Can We Still Be Friends (cover of Todd Rundgren), Goin' Downtown, Another World, Good Bad Boy, Is She Really Going Out With Him?, Got the Time, [Encore 1], Music to Watch Girls By (cover of Al Hirt), Steppin' Out, Home Town",19.0,https://www.setlist.fm/setlist/joe-jackson/2010/ancienne-belgique-brussels-belgium-7bdd6a2c.html,,,https://www.setlist.fm/setlist/joe-jackson/2010/ancienne-belgique-brussels-belgium-7bdd6a2c.html,tour-live-2010,2010 * Live 2010,,,
TICKET_0012,SHOW_2010-10-22_ALENON,2010-10-22,Alençon,France,La Luciole,tickets,kk-joe-jackson-2010-10-22.jpg,"Fredunzel Joffe, France","Joe Jackson (vocals, piano) ; Graham Maby (bass, backing vocals) ; Dave Houghton (drums, backing vocals)","It's Different for Girls, Tomorrow's World, Citizen Sane, Real Men, Cancer, Dirty Martini (cover of Joe Jackson Band), King Pleasure Time, Sunday Papers, Girl (cover of The Beatles), Be My Number Two, I Feel Possessed (cover of Crowded House), Invisible Man, Another World, Take It Like a Man (cover of Joe Jackson Band), Got the Time, [Encore 1], Is She Really Going Out With Him?, Steppin' Out (Released on ""Live Music - Europe 2010""), A Slow Song",18.0,https://www.setlist.fm/setlist/joe-jackson/2010/la-luciole-alencon-france-738efa61.html,,,https://www.setlist.fm/setlist/joe-jackson/2010/la-luciole-alencon-france-738efa61.html,tour-live-2010,2010 * Live 2010,,,
TICKET_0013,SHOW_2010-10-25_TERVILLE,2010-10-25,Terville,France,Le 112,tickets,kk-joe-jackson-2010-10-25.jpg,"Gert Schaumlöffel, Germany","Joe Jackson (vocals, piano) ; Graham Maby (bass, backing vocals) ; Dave Houghton (drums, backing vocals)","It's Different for Girls, Tomorrow's World, Too Tough, Fools in Love, Citizen Sane, Knowing Me, Knowing You (cover of ABBA), Cancer, Chinatown, Sunday Papers, Real Men, The Uptown Train, Another World, Good Bad Boy, Is She Really Going Out With Him?, Got the Time, [Encore 1], Music to Watch Girls By (cover of Al Hirt), Steppin' Out, A Slow Song",19.0,https://www.setlist.fm/setlist/joe-jackson/2010/le-112-terville-france-13fcf9cd.html,,,https://www.setlist.fm/setlist/joe-jackson/2010/le-112-terville-france-13fcf9cd.html,tour-live-2010,2010 * Live 2010,,,
TICKET_0014,SHOW_2010-10-30_MAASTRICHT,2010-10-30,Maastricht,Netherlands,MECC Jazz Maastricht,tickets,kk-joe-jackson-2010-10-30.jpg,"Gert Schaumlöffel, Germany","Joe Jackson (vocals, piano) ; Graham Maby (bass, backing vocals) ; Dave Houghton (drums, backing vocals)","It's Different for Girls, Tomorrow's World, Citizen Sane, Fools in Love, Invisible Man, Chinatown, Another World, Sunday Papers, Girl (cover of The Beatles), Be My Number Two, Too Tough, The Uptown Train, Good Bad Boy, Is She Really Going Out With Him?, Got the Time, [Encore 1], Steppin' Out, A Slow Song",17.0,https://www.setlist.fm/setlist/joe-jackson/2010/mecc-maastricht-netherlands-738efa45.html,,,https://www.setlist.fm/setlist/joe-jackson/2010/mecc-maastricht-netherlands-738efa45.html,tour-live-2010,2010 * Live 2010,,,
TICKET_0015,SHOW_2010-10-31_BASEL,2010-10-31,Basel,Switzerland,"Messe Basel, Festsaal",tickets,kk-joe-jackson-2010-10-31.jpg,"Andreas Wostrack, Germany","Joe Jackson (vocals, piano) ; Graham Maby (bass, backing vocals) ; Dave Houghton (drums, backing vocals)","It's Different for Girls (solo), Tomorrow's World, Too Tough, Fools in Love, The Uptown Train, Chinatown (Released on ""Live Music - Europe 2010""), Sunday Papers (Released on ""Live Music - Europe 2010""), Girl (solo, cover of The Beatles), Be My Number Two (solo), Invisible Man, Another World, Good Bad Boy, Is She Really Going Out With Him?, Got the Time, [Encore 1], Music to Watch Girls By (cover of Al Hirt), Steppin' Out, A Slow Song (Released on ""Live Music - Europe 2010"")",18.0,https://www.setlist.fm/setlist/joe-jackson/2010/festsaal-messe-basel-switzerland-73f44e19.html,,,https://www.setlist.fm/setlist/joe-jackson/2010/festsaal-messe-basel-switzerland-73f44e19.html,tour-live-2010,2010 * Live 2010,,,
TICKET_0016,SHOW_2010-11-02_MAINZ,2010-11-02,Mainz,Germany,Phönix-Halle,tickets,kk-joe-jackson-2010-11-02.jpg,"Barnie Rupprecht, Germany","Joe Jackson (vocals, piano) ; Graham Maby (bass, backing vocals) ; Dave Houghton (drums, backing vocals)","It's Different for Girls, Too Tough, Citizen Sane, Not Here, Not Now, Fools in Love, Invisible Man, Chinatown, Another World, Sunday Papers, Girl (cover of The Beatles), The Best I Can Do, Tomorrow's World, The Uptown Train, Scary Monsters (and Super Creeps) (cover of David Bowie), Is She Really Going Out With Him?, Got the Time, [Encore 1], Oh Well (cover of Fleetwood Mac), Steppin' Out, A Slow Song",20.0,https://www.setlist.fm/setlist/joe-jackson/2010/phonix-halle-mainz-germany-63edb207.html,,,https://www.setlist.fm/setlist/joe-jackson/2010/phonix-halle-mainz-germany-63edb207.html,tour-live-2010,2010 * Live 2010,,,
TICKET_0017,SHOW_2010-11-03_AMSTERDAM,2010-11-03,Amsterdam,Netherlands,"Paradiso, Grote Zaal",tickets,kk-joe-jackson-2010-11-03.jpg,"Yvonne Bot, Netherlands","Joe Jackson (vocals, piano) ; Graham Maby (bass, backing vocals) ; Dave Houghton (drums, backing vocals)","It's Different for Girls (solo), Too Tough, Citizen Sane, Fools in Love, Goin' Downtown, Chinatown, King Pleasure Time, Sunday Papers, Real Men (solo), The Best I Can Do, Tomorrow's World, Inbetweenies (cover of Ian Dury), Good Bad Boy, Is She Really Going Out With Him?, Got the Time, [Encore 1], Oh Well (cover of Fleetwood Mac), Steppin' Out, Home Town (solo)",18.0,https://www.setlist.fm/setlist/joe-jackson/2010/grote-zaal-amsterdam-netherlands-bd5654e.html,,,https://www.setlist.fm/setlist/joe-jackson/2010/grote-zaal-amsterdam-netherlands-bd5654e.html,tour-live-2010,2010 * Live 2010,,,
TICKET_0018,SHOW_2010-11-07_AMSTERDAM,2010-11-07,Amsterdam,Netherlands,"Paradiso, Grote Zaal",tickets,kk-joe-jackson-2010-11-07.jpg,"Bert Bos, Netherlands","Joe Jackson (vocals, piano) ; Graham Maby (bass, backing vocals) ; Dave Houghton (drums, backing vocals)","It's Different for Girls, Tomorrow's World, Too Tough, Fools in Love, The Uptown Train, Anyone Who Had a Heart (cover of Burt Bacharach), Chinatown, Another World, Sunday Papers, Girl (cover of The Beatles), Be My Number Two, Can We Still Be Friends (cover of Todd Rundgren), Invisible Man, Inbetweenies (cover of Ian Dury), Take It Like a Man (cover of Joe Jackson Band), Is She Really Going Out With Him?, Got the Time (Released on ""Live Music - Europe 2010""), [Encore 1], Music to Watch Girls By (cover of Al Hirt), Steppin' Out, Home Town",20.0,https://www.setlist.fm/setlist/joe-jackson/2010/grote-zaal-amsterdam-netherlands-2bd55c52.html,,,https://www.setlist.fm/setlist/joe-jackson/2010/grote-zaal-amsterdam-netherlands-2bd55c52.html,tour-live-2010,2010 * Live 2010,,,
TICKET_0019,SHOW_2010-11-08_KLNCOLOGNE,2010-11-08,Köln (Cologne),Germany,Gloria-Theater,tickets,kk-joe-jackson-2010-11-08.jpg,"Gert Schaumlöffel, Germany","Joe Jackson (vocals, piano) ; Graham Maby (bass, backing vocals) ; Dave Houghton (drums, backing vocals)","It's Different for Girls, Tomorrow's World, Citizen Sane, Fools in Love, Invisible Man, Anyone Who Had a Heart (cover of Burt Bacharach), Cancer (Released on ""Live Music - Europe 2010""), Chinatown, Another World, Sunday Papers, Girl (Released on ""Live Music - Europe 2010"", cover of The Beatles), Real Men, Rush Across the Road, Inbetweenies (cover of Ian Dury), Good Bad Boy, Is She Really Going Out With Him?, Got the Time, [Encore 1], Oh Well (cover of Fleetwood Mac), Steppin' Out, A Slow Song",21.0,https://www.setlist.fm/setlist/joe-jackson/2010/gloria-theater-cologne-germany-5bcebfcc.html,,,https://www.setlist.fm/setlist/joe-jackson/2010/gloria-theater-cologne-germany-5bcebfcc.html,tour-live-2010,2010 * Live 2010,,,
TICKET_0020,SHOW_2006-07-17_KLNCOLOGNE,2006-07-17,Köln (Cologne),Germany,Live Music Hall,tickets,"kk-gs-joe-jackson-2006-07-17.jpg, kk-joe-jackson-2006-07-17.jpg","Gert Schaumlöffel, Germany","Joe Jackson (vocals, piano, keyboards) ; Graham Maby (bass, backing vocals) ; Dave Houghton (drums, backing vocals)","Home Town, Steppin' Out, It's Different for Girls, Too Tough, Citizen Sane, Another World, Obvious Song, Rush Across the Road, On Your Radio, Cancer, Drunk Song, Invisible Man, Dirty Martini (cover of Joe Jackson Band), Take It Like a Man (cover of Joe Jackson Band), You Can't Get What You Want (Till You Know What You Want), One More Time, [Encore 1], Dirty Love (cover of Frank Zappa), Is She Really Going Out With Him?, A Slow Song",19.0,https://www.setlist.fm/setlist/joe-jackson/2006/live-music-hall-cologne-germany-1bedad28.html,,,https://www.setlist.fm/setlist/joe-jackson/2006/live-music-hall-cologne-germany-1bedad28.html,tour-trio-tour-2007,2007 * Joe Jackson Trio Tour,,,
TICKET_0021,SHOW_2010-11-10_HAMBURG,2010-11-10,Hamburg,Germany,Fabrik,tickets,"kk-joe-jackson-2010-11-10-variante.jpg, kk-joe-jackson-2010.jpg","Oliver Bittner, Germany","Joe Jackson (vocals, piano) ; Graham Maby (bass, backing vocals) ; Dave Houghton (drums, backing vocals)","It's Different for Girls, Tomorrow's World, Too Tough, Citizen Sane, Fools in Love, The Uptown Train, Chinatown, Another World, Sunday Papers, Girl (cover of The Beatles), Be My Number Two, Rush Across the Road, Inbetweenies (cover of Ian Dury), Good Bad Boy, Is She Really Going Out With Him?, Got the Time, [Encore 1], Don't Get Around Much Anymore (cover of Duke Ellington and His Orchestra), Steppin' Out, A Slow Song",19.0,https://www.setlist.fm/setlist/joe-jackson/2010/fabrik-hamburg-germany-53fce395.html,,,https://www.setlist.fm/setlist/joe-jackson/2010/fabrik-hamburg-germany-53fce395.html,tour-live-2010,2010 * Live 2010,,,
TICKET_0022,SHOW_2010-11-11_BERLIN,2010-11-11,Berlin,Germany,Fritzclub im Postbahnhof,tickets,kk-joe-jackson-2010-11-11.jpg,"Gert Schaumlöffel, Germany","Joe Jackson (vocals, piano) ; Graham Maby (bass, backing vocals) ; Dave Houghton (drums, backing vocals)","It's Different for Girls, Tomorrow's World, Too Tough, Fools in Love, Dirty Martini (cover of Joe Jackson Band), Anyone Who Had a Heart (cover of Burt Bacharach), The Uptown Train, Chinatown, Another World, Sunday Papers, Girl (cover of The Beatles), The Best I Can Do, Invisible Man, Inbetweenies (Released on ""Live Music - Europe 2010"", cover of Ian Dury), Good Bad Boy, Is She Really Going Out With Him?, Got the Time, [Encore 1], Music to Watch Girls By (cover of Al Hirt), Steppin' Out, Home Town",21.0,https://www.setlist.fm/setlist/joe-jackson/2010/fritzclub-im-postbahnhof-berlin-germany-73edb229.html,,,https://www.setlist.fm/setlist/joe-jackson/2010/fritzclub-im-postbahnhof-berlin-germany-73edb229.html,tour-live-2010,2010 * Live 2010,,,
TICKET_0023,SHOW_2010-11-14_MNCHENMUNICH,2010-11-14,München (Munich),Germany,Muffathalle,tickets,kk-joe-jackson-2010-11-14.jpg,"Andreas Wostrack, Germany","Joe Jackson (vocals, piano) ; Graham Maby (bass, backing vocals) ; Dave Houghton (drums, backing vocals)","It's Different for Girls, Tomorrow's World, Too Tough, Citizen Sane, Fools in Love, Still Alive (cover of Joe Jackson Band), I Feel Possessed (cover of Crowded House), Chinatown, Another World, Sunday Papers, Girl (cover of The Beatles), Be My Number Two, Invisible Man, Oh Well (cover of Fleetwood Mac), Good Bad Boy, Is She Really Going Out With Him?, Got the Time, [Encore 1], Music to Watch Girls By (cover of Al Hirt), Steppin' Out, A Slow Song",20.0,https://www.setlist.fm/setlist/joe-jackson/2010/muffathalle-munich-germany-738efa39.html,,,https://www.setlist.fm/setlist/joe-jackson/2010/muffathalle-munich-germany-738efa39.html,tour-live-2010,2010 * Live 2010,,,
TICKET_0024,SHOW_2006-07-20_KARLSRUHE,2006-07-20,Karlsruhe,Germany,Zeltival (Kulturzentrum Tollhaus),tickets,"kk-joe-jackson-2006-07-20.jpg, kk-joe-jackson-2006-07-20-neu.jpg","Steve Whitbread, U.K.","Joe Jackson (vocals, piano, keyboards) ; Graham Maby (bass, backing vocals) ; Dave Houghton (drums, backing vocals)","Home Town, Steppin' Out, It's Different for Girls, Too Tough, Citizen Sane, Another World, Obvious Song, Rush Across the Road, On Your Radio, Love at First Light (cover of Joe Jackson Band), Drunk Song, Invisible Man, Girl (cover of The Beatles), Dirty Martini (cover of Joe Jackson Band), Take It Like a Man (cover of Joe Jackson Band), You Can't Get What You Want (Till You Know What You Want), One More Time, [Encore 1], Don't Get Around Much Anymore (cover of Duke Ellington and His Orchestra), Is She Really Going Out With Him?, A Slow Song",20.0,https://www.setlist.fm/setlist/joe-jackson/2006/kulturzentrum-tollhaus-karlsruhe-germany-3edad23.html,,,https://www.setlist.fm/setlist/joe-jackson/2006/kulturzentrum-tollhaus-karlsruhe-germany-3edad23.html,tour-trio-tour-2007,2007 * Joe Jackson Trio Tour,,,
TICKET_0025,SHOW_2006-06-13_GLENSIDE,2006-06-13,Glenside,U.S.A.,Keswick Theatre,tickets,kk-joe-jackson-2006-06-13.jpg,"John Nyman, U.S.A.","Joe Jackson (vocals, piano, keyboards) ; Graham Maby (bass, backing vocals) ; Dave Houghton (drums, backing vocals)","Home Town, Steppin' Out, It's Different for Girls, Too Tough, Citizen Sane, Another World, On Your Radio, Invisible Man, Goin' Downtown, Take It Like a Man (cover of Joe Jackson Band), Love at First Light (cover of Joe Jackson Band), Drunk Song, Dirty Martini (cover of Joe Jackson Band), You Can't Get What You Want (Till You Know What You Want), One More Time, Sunday Papers, [Encore 1], Don't Get Around Much Anymore (cover of Duke Ellington and His Orchestra), Is She Really Going Out With Him?",18.0,https://www.setlist.fm/setlist/joe-jackson/2006/keswick-theatre-glenside-pa-2b87382a.html,,,https://www.setlist.fm/setlist/joe-jackson/2006/keswick-theatre-glenside-pa-2b87382a.html,tour-trio-tour-2007,2007 * Joe Jackson Trio Tour,,,
TICKET_0026,SHOW_2006-06-15_CHICAGO,2006-06-15,Chicago,IL,Vic Theatre,tickets,kk-joe-jackson-2006-06-15.jpg,"Erica Eisner Kosova, U.S.A.","Joe Jackson (vocals, piano, keyboards) ; Graham Maby (bass, backing vocals) ; Dave Houghton (drums, backing vocals)","Home Town, Steppin' Out, It's Different for Girls, Invisible Man, Rush Across the Road, Another World, Citizen Sane, On Your Radio, Cancer, Love at First Light (cover of Joe Jackson Band), Drunk Song, Sunglasses in the Rain, Dirty Martini (cover of Joe Jackson Band), Take It Like a Man (cover of Joe Jackson Band), Dirty Love (cover of Frank Zappa), You Can't Get What You Want (Till You Know What You Want), One More Time, [Encore 1], Don't Get Around Much Anymore (cover of Duke Ellington and His Orchestra), Is She Really Going Out With Him?, A Slow Song",20.0,https://www.setlist.fm/setlist/joe-jackson/2006/vic-theatre-chicago-il-63f5f673.html,,,https://www.setlist.fm/setlist/joe-jackson/2006/vic-theatre-chicago-il-63f5f673.html,tour-trio-tour-2007,2007 * Joe Jackson Trio Tour,,,
TICKET_0027,SHOW_2006-06-28_SOMERVILLE,2006-06-28,Somerville,U.S.A.,Somerville Theatre,tickets,kk-joe-jackson-2006-06-28.jpg,"Tom Robinson, U.S.A.","Joe Jackson (vocals, piano, keyboards) ; Graham Maby (bass, backing vocals) ; Dave Houghton (drums, backing vocals)","Home Town, Steppin' Out, It's Different for Girls",3.0,https://www.setlist.fm/setlist/joe-jackson/2006/somerville-theatre-somerville-ma-23da18bb.html,,,https://www.setlist.fm/setlist/joe-jackson/2006/somerville-theatre-somerville-ma-23da18bb.html,tour-trio-tour-2007,2007 * Joe Jackson Trio Tour,,,
TICKET_0028,SHOW_1981-07-23_LOSANGELES,1981-07-23,Los Angeles,CA,Roxy,tickets,"kk-joe-jackson-1981-07-23-front.jpg, kk-joe-jackson-1981-07-23-back.jpg, kk_LA_Roxy_1981_07_23b.webp, kk_LA_Roxy_1981_07_23.webp","Gert Schaumlöffel, Germany","Joe Jackson (vocals, vibraphone, piano) ; Graham Maby (bass) ; Dave Houghton (drums) ; Bernie Bossu (guitar) ; Nick Weldon (piano) ; Pete Thomas (alto sax) ; Raul Rivera (congas)",,0.0,https://www.setlist.fm/setlist/joe-jackson/1981/the-roxy-west-hollywood-ca-3df81fb.html,,,https://www.setlist.fm/setlist/joe-jackson/1981/the-roxy-west-hollywood-ca-3df81fb.html,tour-1981-jumpin-jive,1981 * Jumpin´Jive Tour,,,
TICKET_0029,SHOW_2006-06-30_NEWYORK,2006-06-30,New York,U.S.A.,Town Hall,tickets,kk-joe-jackson-2006-06-30.jpg,"John Nyman, U.S.A.","Joe Jackson (vocals, piano, keyboards) ; Graham Maby (bass, backing vocals) ; Dave Houghton (drums, backing vocals)","Home Town, Steppin' Out, It's Different for Girls, Too Tough, Citizen Sane, Another World, Goin' Downtown, Rush Across the Road, On Your Radio, Real Men, Love at First Light (cover of Joe Jackson Band), Invisible Man, Dirty Martini (cover of Joe Jackson Band), Take It Like a Man (cover of Joe Jackson Band), You Can't Get What You Want (Till You Know What You Want), One More Time, [Encore 1], Dirty Love (cover of Frank Zappa), Is She Really Going Out With Him?, A Slow Song",19.0,https://www.setlist.fm/setlist/joe-jackson/2006/the-town-hall-new-york-ny-3bce9804.html,,,https://www.setlist.fm/setlist/joe-jackson/2006/the-town-hall-new-york-ny-3bce9804.html,tour-trio-tour-2007,2007 * Joe Jackson Trio Tour,,,
